participant;condition;order;event;timestamp;x_filtered;y_filtered;x_filtered_norm;y_filtered_norm;x_raw_norm;y_raw_norm;AOI;x_target;y_target;x_raw;y_raw;x_filtered_distance;y_filtered_distance;x_raw_distance;y_raw_distance;filtered_euclidean;raw_euclidean
6;uniteye;0;1;1699274682109;396.0;111.0;0.2062842;0.1028597;0.2039635;0.1006417;;110;90;391.60992;108.693036;286.0;21.0;281.60992;18.693036000000006;286.7699426369507;282.22965229986676
6;uniteye;0;1;1699274682141;396.0;108.0;0.2062579;0.1000024;0.203006;0.02706071;;110;90;389.77152;29.225566800000003;286.0;18.0;279.77152;60.7744332;286.5658737533135;286.29641131856977
6;uniteye;0;1;1699274682174;395.0;103.0;0.2061708;0.09547911;0.1926888;0.1105473;;110;90;369.962496;119.391084;285.0;13.0;259.962496;29.391084000000006;285.2963371654112;261.6186827144519
6;uniteye;0;1;1699274682208;393.0;106.0;0.2049204;0.0987376;0.1701776;0.1625188;;110;90;326.740992;175.52030399999998;283.0;16.0;216.740992;85.52030399999998;283.45193596093145;233.0029613747355
6;uniteye;0;1;1699274682241;391.0;105.0;0.2040323;0.09797287;0.2076786;0.02538913;;110;90;398.742912;27.4202604;281.0;15.0;288.742912;62.579739599999996;281.40007107319644;295.4465993011995
6;uniteye;0;1;1699274682276;392.0;101.0;0.2043998;0.09398521;0.2127272;0.03515587;;110;90;408.43622400000004;37.9683396;282.0;11.0;298.43622400000004;52.0316604;282.21445746098834;302.93806871926665
6;uniteye;0;1;1699274682308;391.0;102.0;0.2040118;0.09522463;0.1842797;0.1341681;;110;90;353.817024;144.90154800000002;281.0;12.0;243.817024;54.90154800000002;281.2561110447202;249.92183010896204
6;uniteye;0;1;1699274682341;391.0;107.0;0.2039603;0.09923763;0.1933769;0.1522676;;110;90;371.28364799999997;164.449008;281.0;17.0;261.28364799999997;74.44900799999999;281.51376520518494;271.6832705640374
6;uniteye;0;1;1699274682376;392.0;107.0;0.2043626;0.09920952;0.2142152;0.09444138;;110;90;411.293184;101.9966904;282.0;17.0;301.293184;11.996690400000006;282.51194665004874;301.53192750588005
6;uniteye;0;1;1699274682410;390.0;109.0;0.2035761;0.1010328;0.1875073;0.1286813;;110;90;360.01401599999997;138.975804;280.0;19.0;250.01401599999997;48.97580400000001;280.6439024814186;254.76584852349157
6;uniteye;0;1;1699274682440;390.0;108.0;0.2034375;0.1008434;0.2027628;0.08543986;;110;90;389.304576;92.27504880000001;280.0;18.0;279.304576;2.2750488000000075;280.5779749018087;279.3138414428869
6;uniteye;0;1;1699274682475;387.0;111.0;0.2019724;0.1034169;0.1774708;0.1498955;;110;90;340.743936;161.88714;277.0;21.0;230.74393600000002;71.88713999999999;277.79488836189915;241.6826946600681
6;uniteye;0;1;1699274682508;386.0;112.0;0.2014437;0.1042521;0.1799725;0.1350057;;110;90;345.54720000000003;145.80615600000002;276.0;22.0;235.54720000000003;55.806156000000016;276.87542325024083;242.06778074608846
6;uniteye;0;1;1699274682542;386.0;112.0;0.2013884;0.1041262;0.1930164;0.09723004;;110;90;370.591488;105.0084432;276.0;22.0;260.591488;15.008443200000002;276.87542325024083;261.0233265157384
6;uniteye;0;1;1699274682576;386.0;110.0;0.2015544;0.1025679;0.2031719;0.08963605;;110;90;390.09004799999997;96.806934;276.0;20.0;280.09004799999997;6.806933999999998;276.72368890284764;280.17274910155453
6;uniteye;0;1;1699274682608;387.0;109.0;0.2016083;0.1012781;0.1926656;0.08267803;;110;90;369.917952;89.2922724;277.0;19.0;259.917952;0.7077275999999983;277.6508598942204;259.9189155298823
6;uniteye;0;1;1699274682643;386.0;109.0;0.2014767;0.1014563;0.1868571;0.1243899;;110;90;358.765632;134.341092;276.0;19.0;248.76563199999998;44.341092;276.65321252427196;252.6865095411939
6;uniteye;0;1;1699274682677;386.0;110.0;0.201467;0.1019196;0.1942408;0.1288136;;110;90;372.94233599999995;139.118688;276.0;20.0;262.94233599999995;49.11868799999999;276.72368890284764;267.4907803494883
6;uniteye;0;1;1699274682708;386.0;116.0;0.2013355;0.1080652;0.1869585;0.1766907;;110;90;358.96032;190.82595600000002;276.0;26.0;248.96032000000002;100.82595600000002;277.22193275424655;268.60214879597737
