participant;condition;order;event;timestamp;x_filtered;y_filtered;x_filtered_norm;y_filtered_norm;x_raw_norm;y_raw_norm;AOI;x_target;y_target;x_raw;y_raw;x_filtered_distance;y_filtered_distance;x_raw_distance;y_raw_distance;filtered_euclidean;raw_euclidean
1;uniteye;0;1;1699260251722;365.0;488.0;0.1901182;0.4521928;0.1708618;0.4783316;;110;90;328.054656;516.598128;255.0;398.0;218.05465600000002;426.598128;472.682768884164;479.09685431693526
1;uniteye;0;1;1699260251754;364.0;492.0;0.1900001;0.4562373;0.1711125;0.4021767;;110;90;328.536;434.350836;254.0;402.0;218.536;344.350836;475.5207671595427;407.8424714885625
1;uniteye;0;1;1699260251789;364.0;498.0;0.189797;0.4617791;0.1646471;0.5370454;;110;90;316.122432;580.009032;254.0;408.0;206.122432;490.00903200000005;480.6037869180808;531.5969416909504
1;uniteye;0;1;1699260251822;363.0;499.0;0.1895462;0.4622591;0.1737528;0.4906821;;110;90;333.60537600000004;529.936668;253.0;409.0;223.60537600000004;439.93666800000005;480.9261897630446;493.50140428072103
1;uniteye;0;1;1699260251856;363.0;501.0;0.1893761;0.4645637;0.1772272;0.5227531;;110;90;340.276224;564.573348;253.0;411.0;230.276224;474.573348;482.6282213049709;527.4912340234929
1;uniteye;0;1;1699260251889;362.0;503.0;0.1890408;0.4657557;0.1641275;0.4931762;;110;90;315.1248;532.630296;252.0;413.0;205.1248;442.63029600000004;483.8109134775693;487.85014349909505
1;uniteye;0;1;1699260251922;362.0;506.0;0.1889433;0.4688524;0.1701622;0.5298575;;110;90;326.711424;572.2461;252.0;416.0;216.71142400000002;482.24609999999996;486.3743414284927;528.7013734210625
1;uniteye;0;1;1699260251955;361.0;503.0;0.1883487;0.4660669;0.1684946;0.453476;;110;90;323.509632;489.75408;251.0;413.0;213.509632;399.75408;483.2908027264744;453.1993903718558
1;uniteye;0;1;1699260251988;359.0;509.0;0.187444;0.4714152;0.1574292;0.5412604;;110;90;302.26406399999996;584.561232;249.0;419.0;192.26406399999996;494.561232;487.4033237473869;530.618773229099
1;uniteye;0;1;1699260252022;359.0;510.0;0.1872149;0.4725986;0.1752196;0.5123279;;110;90;336.421632;553.314132;249.0;420.0;226.421632;463.314132;488.2632486681749;515.6808512524552
1;uniteye;0;1;1699260252056;358.0;510.0;0.186837;0.4727374;0.1619412;0.4857151;;110;90;310.927104;524.572308;248.0;420.0;200.92710399999999;434.572308;487.75403637489256;478.7742599621179
1;uniteye;0;1;1699260252089;358.0;511.0;0.1866023;0.4735324;0.1641802;0.5177887;;110;90;315.225984;559.2117959999999;248.0;421.0;205.22598399999998;469.21179599999994;488.6153906704127;512.1302705506811
1;uniteye;0;1;1699260252123;358.0;513.0;0.1865227;0.4752859;0.1676572;0.5213194;;110;90;321.90182400000003;563.024952;248.0;423.0;211.90182400000003;473.024952;490.33967818238;518.3193882435128
1;uniteye;0;1;1699260252155;357.0;513.0;0.1864573;0.4752742;0.1692138;0.4926859;;110;90;324.890496;532.100772;247.0;423.0;214.89049599999998;442.100772;489.8346659843503;491.5597805700971
1;uniteye;0;1;1699260252188;357.0;512.0;0.1862316;0.4748236;0.1606942;0.4553302;;110;90;308.532864;491.756616;247.0;422.0;198.53286400000002;401.756616;488.9713693049932;448.13354771520284
1;uniteye;0;1;1699260252222;357.0;516.0;0.1860965;0.4783424;0.1738489;0.5584168;;110;90;333.789888;603.090144;247.0;426.0;223.78988800000002;513.090144;492.4276596618025;559.7708547620118
1;uniteye;0;1;1699260252255;357.0;508.0;0.1860224;0.4704436;0.1703597;0.3696768;;110;90;327.090624;399.250944;247.0;418.0;217.090624;309.250944;485.5234288888642;377.84187882446344
1;uniteye;0;1;1699260252289;356.0;512.0;0.18591;0.4748786;0.1700376;0.5633292;;110;90;326.472192;608.395536;246.0;422.0;216.472192;518.395536;488.4669896727925;561.7776621173292
1;uniteye;0;1;1699260252323;356.0;517.0;0.1857924;0.4787501;0.1683288;0.5613367;;110;90;323.191296;606.243636;246.0;427.0;213.19129600000002;516.243636;492.793060016068;558.5320227172836
1;uniteye;0;1;1699260252357;356.0;515.0;0.1855084;0.4770406;0.158913;0.4334888;;110;90;305.11296;468.167904;246.0;425.0;195.11296;378.167904;491.06109599519283;425.5349935971363
1;uniteye;0;1;1699260252388;355.0;518.0;0.1854028;0.4797459;0.1740582;0.5522809;;110;90;334.19174399999997;596.4633719999999;245.0;428.0;224.19174399999997;506.46337199999994;493.16224510803744;553.8655841044574
1;uniteye;0;1;1699260252423;354.0;518.0;0.1848821;0.4802826;0.1541592;0.4229446;;110;90;295.985664;456.780168;244.0;428.0;185.98566399999999;366.780168;492.6662156064692;411.2400258384744
1;uniteye;0;1;1699260252456;354.0;515.0;0.1848097;0.4772865;0.1647345;0.4240975;;110;90;316.29024000000004;458.0253;244.0;425.0;206.29024000000004;368.0253;490.06224094496406;421.89842919753517
1;uniteye;0;1;1699260252489;354.0;512.0;0.1847022;0.4748465;0.1693061;0.4322321;;110;90;325.067712;466.810668;244.0;422.0;215.06771199999997;376.810668;487.46281909495417;433.86680013976775
1;uniteye;0;1;1699260252522;353.0;512.0;0.1842923;0.4748931;0.159031;0.482729;;110;90;305.33952;521.34732;243.0;422.0;195.33952;431.34731999999997;486.96303761168565;473.5166718765167
1;uniteye;0;1;1699260252555;353.0;512.0;0.1842155;0.4743767;0.1662694;0.4657025;;110;90;319.237248;502.9587;243.0;422.0;209.23724800000002;412.9587;486.96303761168565;462.9418039627697
1;uniteye;0;1;1699260252589;353.0;502.0;0.184141;0.4652696;0.1635979;0.4252405;;110;90;314.10796799999997;459.25974;243.0;412.0;204.10796799999997;369.25974;478.3231125505018;421.9156529283509
1;uniteye;0;1;1699260252623;352.0;506.0;0.1834792;0.4690329;0.1599533;0.5339946;;110;90;307.11033599999996;576.714168;242.0;416.0;197.11033599999996;486.714168;481.26915546292804;525.112526883491
1;uniteye;0;1;1699260252655;351.0;512.0;0.1832564;0.4741243;0.1729719;0.547882;;110;90;332.10604800000004;591.7125599999999;241.0;422.0;222.10604800000004;501.71255999999994;485.96810594935135;548.6771267511813
1;uniteye;0;1;1699260252688;352.0;513.0;0.1835315;0.4754102;0.1945986;0.5117447;;110;90;373.629312;552.6842760000001;242.0;423.0;263.629312;462.68427600000007;487.33253533906395;532.5196272469566
1;uniteye;0;1;1699260252723;352.0;513.0;0.1834564;0.4750883;0.1667081;0.5282763;;110;90;320.079552;570.538404;242.0;423.0;210.07955199999998;480.538404;487.33253533906395;524.452644084657
1;uniteye;0;1;1699260252756;352.0;513.0;0.1834285;0.4755441;0.1679161;0.5070719;;110;90;322.398912;547.637652;242.0;423.0;212.398912;457.637652;487.33253533906395;504.52504233868996
1;uniteye;0;1;1699260252788;351.0;520.0;0.183185;0.4823569;0.1609726;0.5368276;;110;90;309.067392;579.7738079999999;241.0;430.0;199.06739199999998;489.7738079999999;492.93102965830826;528.6834682118426
1;uniteye;0;1;1699260252822;351.0;520.0;0.1830481;0.4823921;0.1750309;0.4829861;;110;90;336.059328;521.6249879999999;241.0;430.0;226.059328;431.6249879999999;492.93102965830826;487.240135910222
1;uniteye;0;1;1699260252855;351.0;515.0;0.182992;0.4771703;0.1674668;0.3949685;;110;90;321.536256;426.56598;241.0;425.0;211.53625599999998;336.56598;488.5754803507847;397.52263645716823
1;uniteye;0;1;1699260252889;351.0;524.0;0.1829097;0.4860609;0.1736238;0.5957147;;110;90;333.357696;643.371876;241.0;434.0;223.35769599999998;553.371876;496.42421375271374;596.7487691735843
