participant;condition;order;event;target_x;target_y;mean_x;mean_y;dist_x;dist_y;euclidean;sd_x;sd_y;rmss2s;lux
11;tobii;0;9;110;990;73.84280496000001;973.14465735;36.157195040000005;16.87233975;40.48190410409196;6.18613040714131;7.081566831990441;73.21387388629707;508
11;tobii;0;10;960;940;944.8591872;920.2418496;15.1408128;19.7581504;25.797852579034338;5.705857827627412;7.6931997328177;75.03250947180143;508
11;tobii;0;11;1810;990;1819.8708672;970.8610806;10.04309386666667;19.2814182;23.137977454018603;5.725977912767401;8.789659204089785;68.88332452019289;508
11;tobii;1;1;110;90;122.19740616;72.494345385;12.346063760000002;21.563037075000004;25.685752384479823;5.156801305840702;14.28725190661178;43.4528516304246;504
11;tobii;1;2;960;140;968.6963856;124.88366664;8.787568000000006;23.90253952666667;27.09604217741894;7.22565462282613;31.839103152933404;125.98109311399116;504
11;tobii;1;3;1810;90;1795.5791632;87.74721387;14.420836799999988;8.647640639999999;17.948219018791374;7.486895347515897;11.01120867340092;54.86974737060852;504
11;tobii;1;4;510;340;496.7226544;310.4602812;13.27734559999999;29.539718799999992;32.880619981241104;4.028164179921252;14.7848358465828;63.62292666457774;504
11;tobii;1;5;1410;340;1440.6865232000002;288.24762645;30.686523200000003;51.75237355;60.36546314708391;4.427334466575488;6.2504783673973225;56.23157771944167;504
11;tobii;1;6;960;540;959.5014912;537.74533395;4.8211344000000045;8.49881925;10.667529788817092;5.775293339211043;11.274595422912306;82.25492829969805;504
11;tobii;1;7;510;740;482.05927919999993;697.1681960999999;27.9407208;42.83180389999999;51.43081559451056;4.928681784858518;6.565598140243282;72.65205972684122;504
11;tobii;1;8;1410;740;1433.8530808;687.50598555;23.85308080000001;52.49401445;58.58494929269145;9.026494130487093;17.79263419811497;105.18210496096162;504
11;tobii;1;9;110;990;104.06596688;958.35929175;6.863043253333334;31.64070825;32.90396480939166;6.002768184166875;7.656013963352865;59.49078282439598;504
11;tobii;1;10;960;940;960.1414536;887.7648743999998;7.767114399999997;52.23512560000001;53.32160657961398;10.437083567618258;13.12216960241826;142.8618769562735;504
11;tobii;1;11;1810;990;1833.8623584;942.1357104;23.862358399999994;47.8642896;53.89781275552392;6.987746715073459;6.072443029206399;67.26147679945599;504
11;uniteye;0;1;110;90;308.38403199999993;179.6793007090909;198.384032;91.37329696363638;232.7092511248788;110.43024031445658;150.07712901188626;608.6809077938224;517
11;uniteye;0;2;960;140;965.073056;103.70166987272728;83.54645236363635;36.608831460606055;95.75220432177866;104.24240388545392;12.841759088419847;959.2250550115124;517
11;uniteye;0;3;1810;90;1680.7932072727274;108.70872087272728;129.20679272727276;90.76195527272728;163.60525589242607;117.5996016035559;157.0856915119823;765.9727205558783;517
11;uniteye;0;4;510;340;468.2497890909091;380.980692;68.31167127272725;91.56318763636362;125.92326990306388;85.59843870628015;126.4325046541524;1120.8118360796216;517
11;uniteye;0;5;1410;340;1386.5619985454546;353.03067;46.541786181818175;52.92160842424243;77.36447967710961;52.56918111193823;64.40971947210639;816.7699146770126;517
11;uniteye;0;6;960;540;959.4645352727272;573.8894590909091;83.30145745454546;62.2440670909091;115.62855187105644;108.02968193070902;91.72150374871173;1086.1732184594182;517
11;uniteye;0;7;510;740;482.96254254545454;708.1155490909092;56.79262254545455;70.78151115151513;100.84374687538346;69.05940846760991;80.6547382661623;1079.9114334542016;517
