participant;condition;order;event;timestamp;left_x;left_y;left_valid;right_x;right_y;right_valid;mean_x;mean_y;x_target;y_target;x_distance;y_distance;euclidean
9;tobii;0;1;1612070489;0.03056233;0.0648037;True;0.05506172;0.02600004;True;82.199088;49.03401960000001;110;90;27.800911999999997;40.96598039999999;49.50860791988528
9;tobii;0;1;1612086894;0.03089922;0.06512328;True;0.05866868;0.02648519;True;85.985184;49.4685738;110;90;24.014815999999996;40.5314262;47.11165351927166
9;tobii;0;1;1612103703;0.03026108;0.06702259;True;0.05999585;0.03299805;True;86.6466528;54.011145600000006;110;90;23.3533472;35.988854399999994;42.901940124755974
9;tobii;0;1;1612120408;0.0342987;0.07119967;True;0.0585411;0.03253584;True;89.126208;56.0171754;110;90;20.873791999999995;33.9828246;39.88166947676124
9;tobii;0;1;1612136859;0.03723275;0.06975058;True;0.05637904;0.03206076;True;89.8673184;54.9781236;110;90;20.132681599999998;35.0218764;40.39624605064009
9;tobii;0;1;1612153619;0.03696648;0.07033409;True;0.05481209;0.02658676;True;88.1074272;52.337259;110;90;21.892572799999996;37.662741;43.56336538235287
9;tobii;0;1;1612170328;0.03151385;0.06700827;True;0.05921509;0.03201837;True;87.09978240000001;53.4743856;110;90;22.90021759999999;36.5256144;43.110793003896795
9;tobii;0;1;1612186825;0.03675817;0.06942401;True;0.05910316;0.02905763;True;92.0268768;53.1800856;110;90;17.973123200000003;36.8199144;40.97242065079516
9;tobii;0;1;1612203535;0.04239749;0.06644455;True;0.06796904;0.0221378;True;105.9518688;47.834469000000006;110;90;4.0481312;42.165530999999994;42.359407110161186
9;tobii;0;1;1612220248;0.04351458;0.06479549;True;0.06725484;0.02164101;True;106.3386432;46.67571;110;90;3.661356799999993;43.32429;43.478726264933364
9;tobii;0;1;1612236694;0.04280195;0.06160596;True;0.06926395;0.0313232;True;107.583264;50.18174640000001;110;90;2.416736;39.81825359999999;39.89152707841113
9;tobii;0;1;1612253449;0.03837053;0.05257295;True;0.06953081;0.03159652;True;103.5852864;45.4515138;110;90;6.414713599999999;44.5484862;45.00795677745897
9;tobii;0;1;1612270168;0.03896697;0.05104176;True;0.06541574;0.02513665;True;100.2074016;41.1363414;110;90;9.792598400000003;48.8636586;49.83524972548083
9;tobii;0;1;1612286564;0.0384733;0.04879952;True;0.06351223;0.02951476;True;97.9061088;42.2897112;110;90;12.093891200000002;47.7102888;49.21924279930404
9;tobii;0;1;1612303364;0.03887314;0.05067936;True;0.06574354;0.03032743;True;100.4320128;43.7436666;110;90;9.567987200000005;46.2563334;47.23552432937863
9;tobii;0;1;1612320087;0.04297654;0.06079265;True;0.06761196;0.03280096;True;106.16496;50.5405494;110;90;3.8350400000000064;39.4594506;39.6453751836887
9;tobii;0;1;1612336529;0.04533145;0.06809242;True;0.06943013;0.03128089;True;110.1711168;53.6615874;110;90;0.17111679999999296;36.3384126;36.33881549042402
9;tobii;0;1;1612353279;0.0424859;0.06911272;True;0.07054836;0.0341149;True;108.5128896;55.7429148;110;90;1.487110400000006;34.2570852;34.2893479632064
9;tobii;0;1;1612370007;0.0368082;0.06596511;True;0.0698275;0.02994639;True;102.370272;51.79221;110;90;7.629728;38.20779;38.96213502925737
9;tobii;0;1;1612386495;0.03723187;0.0626904;True;0.07080594;0.03259885;True;103.7162976;51.456195;110;90;6.283702399999996;38.543805;39.052654451775624
9;tobii;0;1;1612403195;0.04264913;0.06788011;True;0.07168319;0.03408932;True;109.7590272;55.0634922;110;90;0.24097279999999444;34.9365078;34.93733883898143
9;tobii;0;1;1612419927;0.04381488;0.06326067;True;0.06616291;0.02851383;True;105.5786784;49.55823;110;90;4.421321599999999;40.44177;40.68273399642072
9;tobii;0;1;1612436364;0.03920628;0.05929771;True;0.06234174;0.03108096;True;97.4860992;48.8044818;110;90;12.513900800000002;41.1955182;43.05424988312736
