participant;condition;order;event;timestamp;left_x;left_y;left_valid;right_x;right_y;right_valid;mean_x;mean_y;x_target;y_target;x_distance;y_distance;euclidean
10;tobii;1;1;-405449924;0.05548942;0.09195962;True;0.07404777;0.05917808;True;124.3557024;81.61435800000001;110;90;14.355702399999998;8.38564199999999;16.62543783331824
10;tobii;1;1;-405432460;0.0533835;0.08850705;True;0.07439882;0.06137979;True;122.6710272;80.9388936;110;90;12.671027199999997;9.0611064;15.577502350995191
10;tobii;1;1;-405416649;0.05218417;0.09420688;True;0.07240962;0.05976091;True;119.6100384;83.1426066;110;90;9.610038399999993;6.8573934000000065;11.805790201923719
10;tobii;1;1;-405400009;0.05188852;0.08888358;True;0.07630823;0.06172592;True;123.06888;81.32913;110;90;13.068879999999993;8.670869999999994;15.683737150669788
10;tobii;1;1;-405382541;0.04685875;0.09248979;True;0.07497559;0.06624784;True;116.9609664;85.71832020000001;110;90;6.960966400000004;4.281679799999992;8.172382463618366
10;tobii;1;1;-405366683;0.05315913;0.08983532;True;0.07677228;0.06264497;True;124.7341536;82.33935659999999;110;90;14.734153599999999;7.660643400000012;16.60664745246182
10;tobii;1;1;-405350094;0.05785616;0.09812457;True;0.07410537;0.06134041;True;126.6830688;86.1110892;110;90;16.6830688;3.888910800000005;17.13033600942755
10;tobii;1;1;-405332621;0.06286398;0.09916115;True;0.0702232;0.0519626;True;127.7636928;81.606825;110;90;17.7636928;8.393175;19.646734295383467
10;tobii;1;1;-405316815;0.06488255;0.1105289;True;0.06882346;0.05618216;True;128.35776959999998;90.02397239999999;110;90;18.357769599999983;0.023972399999991012;18.357785252111576
10;tobii;1;1;-405300180;0.05942209;0.1043384;True;0.07392155;0.05950667;True;128.00989439999998;88.4763378;110;90;18.00989439999998;1.523662200000004;18.07423145804157
10;tobii;1;1;-405282702;0.0573928;0.09656528;True;0.07714082;0.06363035;True;129.1522752;86.5056402;110;90;19.15227519999999;3.494359799999998;19.468441019978737
10;tobii;1;1;-405266849;0.05965607;0.09734245;True;0.07584187;0.06438218;True;130.0780224;87.33130019999999;110;90;20.07802240000001;2.668699800000013;20.254602985924514
10;tobii;1;1;-405250264;0.0573699;0.1007956;True;0.07771927;0.0662685;True;129.68560319999995;90.214614;110;90;19.685603199999946;0.21461399999999742;19.686773034625155
10;tobii;1;1;-405232782;0.05866418;0.1053228;True;0.07308622;0.06784306;True;126.480384;93.5095644;110;90;16.480384;3.509564400000002;16.8499287554934
10;tobii;1;1;-405216980;0.05779836;0.1159116;True;0.07592047;0.07148395;True;128.37007680000002;101.193597;110;90;18.37007680000002;11.193596999999997;21.511772019903614
10;tobii;1;1;-405200349;0.05466524;0.10392;True;0.07375439;0.07208713;True;123.2828448;95.0438502;110;90;13.282844800000007;5.043850199999994;14.208250800887743
10;tobii;1;1;-405182862;0.05366396;0.09066436;True;0.07129642;0.07001915;True;119.9619648;86.7690954;110;90;9.961964800000004;3.2309046000000023;10.472797487335479
10;tobii;1;1;-405167014;0.05412741;0.09865763;True;0.07269446;0.06722593;True;121.7489952;89.5771224;110;90;11.748995199999996;0.42287760000000674;11.756602981907857
10;tobii;1;1;-405150433;0.05583244;0.1087516;True;0.07416312;0.0632522;True;124.7957376;92.882052;110;90;14.795737599999995;2.8820520000000016;15.073820844721409
10;tobii;1;1;-405132942;0.06064782;0.1070843;True;0.07209017;0.06306472;True;127.4284704;91.8804708;110;90;17.428470399999995;1.8804707999999977;17.529624950732078
10;tobii;1;1;-405117048;0.06170261;0.1091812;True;0.07101522;0.06261823;True;127.4091168;92.7716922;110;90;17.409116800000007;2.771692200000004;17.628375574839087
10;tobii;1;1;-405100518;0.06187551;0.1097344;True;0.07275429;0.06109697;True;129.244608;92.2489398;110;90;19.244608;2.2489398000000023;19.375568825138735
10;tobii;1;1;-405083023;0.06235186;0.09931627;True;0.07147695;0.06708197;True;128.4756576;89.8550496;110;90;18.475657600000005;0.14495039999999904;18.476226193974192
10;tobii;1;1;-405067179;0.06166606;0.09785287;True;0.06626546;0.07349883;True;122.8142592;92.529918;110;90;12.814259199999995;2.529917999999995;13.061612608384483
10;tobii;1;1;-405050604;0.06393612;0.1057853;True;0.07951969;0.07106721;True;137.71757760000003;95.5003554;110;90;27.717577600000027;5.500355400000004;28.258061107201474
10;tobii;1;1;-405033103;0.06087774;0.09956297;True;0.07585336;0.0661473;True;131.261856;89.4835458;110;90;21.261855999999995;0.5164541999999983;21.268127456488344
10;tobii;1;1;-405017213;0.05923466;0.1031163;True;0.07545484;0.07497782;True;129.30192;96.1708248;110;90;19.301919999999996;6.170824800000005;20.264333060791685
10;tobii;1;1;-405000688;0.06530332;0.1075533;True;0.07335065;0.07339571;True;133.1078112;97.7124654;110;90;23.107811199999986;7.712465399999999;24.360892040338793
10;tobii;1;1;-404983183;0.06568024;0.1212541;True;0.07495327;0.0746492;True;135.00816960000003;105.787782;110;90;25.00816960000003;15.787782000000007;29.574695386797984
10;tobii;1;1;-404967344;0.06275439;0.1222639;True;0.07388945;0.08107477;True;131.17808639999998;109.8028818;110;90;21.178086399999984;19.802881799999994;28.994231687538047
10;tobii;1;1;-404950773;0.06337155;0.1200814;True;0.07403708;0.07872097;True;131.9122848;107.3532798;110;90;21.91228480000001;17.353279799999996;27.951467671186773
10;tobii;1;1;-404933264;0.06387124;0.1137012;True;0.0766753;0.08302044;True;134.9246784;106.2296856;110;90;24.924678400000005;16.229685599999996;29.742936775279507
10;tobii;1;1;-404917379;0.06364969;0.1152694;True;0.07812593;0.08332253;True;136.1045952;107.2396422;110;90;26.104595200000006;17.239642200000006;31.283464541829193
10;tobii;1;1;-404900858;0.06929965;0.1126113;True;0.08239098;0.07856232;True;145.6230048;103.2337548;110;90;35.62300479999999;13.2337548;38.00172018589876
10;tobii;1;1;-404883349;0.06567578;0.1203987;True;0.08105538;0.08546403;True;140.8619136;111.1658742;110;90;30.86191360000001;21.165874200000005;37.4226127054765
10;tobii;1;1;-404867509;0.06334724;0.1139595;True;0.0822897;0.08069919;True;139.81146239999998;105.11569260000002;110;90;29.811462399999982;15.115692600000017;33.42465337448255
10;tobii;1;1;-404850943;0.06131861;0.1155808;True;0.07759728;0.08427633;True;133.35925440000003;107.9228502;110;90;23.359254400000026;17.9228502;29.442882423695554
10;tobii;1;1;-404833435;0.06759888;0.1211863;True;0.08141603;0.08518887;True;143.0543136;111.4425918;110;90;33.0543136;21.442591800000002;39.40015724167319
10;tobii;1;1;-404817641;0.0710106;0.1234723;True;0.08335546;0.09223791;True;148.1914176;116.4835134;110;90;38.191417599999994;26.483513400000007;46.47537907651286
10;tobii;1;1;-404801029;0.0644627;0.1187656;True;0.07665114;0.08631813;True;135.4692864;110.7452142;110;90;25.469286399999987;20.745214200000007;32.84887306939321
10;tobii;1;1;-404783515;0.0709822;0.1378765;True;0.07858545;0.08851513;True;143.584944;122.2514802;110;90;33.58494400000001;32.2514802;46.56292987532173
10;tobii;1;1;-404751113;0.06586566;0.1274171;True;0.07857046;0.08967193;True;138.6586752;117.2280762;110;90;28.658675200000005;27.228076200000004;39.530846155529
10;tobii;1;1;-404733595;0.06332811;0.1298472;True;0.08016639;0.09361472;True;137.75472000000002;120.6694368;110;90;27.75472000000002;30.6694368;41.3634964178271
10;tobii;1;1;-404701101;0.06734881;0.1373724;True;0.07425326;0.1036777;True;135.9379872;130.167054;110;90;25.93798720000001;40.16705400000001;47.813924823489245
10;tobii;1;1;-404683675;0.06624106;0.1368515;True;0.07197445;0.1004567;True;132.68688959999997;128.146428;110;90;22.686889599999972;38.146427999999986;44.38293510891061
10;tobii;1;1;-404651282;0.07265294;0.1338392;True;0.07867393;0.09837348;True;145.2737952;125.3948472;110;90;35.273795199999995;35.3948472;49.97034956974877
10;tobii;1;1;-404633870;0.07746449;0.1333111;True;0.08455243;0.09928624;True;155.5362432;125.6025636;110;90;45.5362432;35.602563599999996;57.80217971375812
10;tobii;1;1;-404601368;0.07197743;0.1354343;True;0.0849382;0.1002504;True;150.6390048;127.26973800000002;110;90;40.63900480000001;37.26973800000002;55.141291984528884
10;tobii;1;1;-404583955;0.07081362;0.1422421;True;0.08151861;0.1050108;True;146.23894080000002;133.516566;110;90;36.23894080000002;43.51656600000001;56.62995979813391
10;tobii;1;1;-404551357;0.06852215;0.1471252;True;0.07855351;0.1010919;True;141.1926336;134.037234;110;90;31.192633599999994;44.03723400000001;53.96534415043237
10;tobii;1;1;-404534041;0.06711942;0.1462779;True;0.0839304;0.1049138;True;145.0078272;135.643518;110;90;35.00782720000001;45.643518;57.522853725118544
10;tobii;1;1;-404501442;0.06796353;0.1264948;True;0.08644539;0.09832039;True;148.23256320000002;121.4002026;110;90;38.232563200000016;31.4002026;49.47425201216328
10;tobii;1;1;-404484121;0.06931842;0.1311398;True;0.08459503;0.09232478;True;147.756912;120.6708732;110;90;37.756912;30.670873200000003;48.644494720638455
10;tobii;1;1;-404451526;0.07099508;0.149376;True;0.0827792;0.09791397;True;147.6233088;133.53658380000002;110;90;37.62330879999999;43.53658380000002;57.540833275462575
10;tobii;1;1;-404434201;0.0694274;0.1503951;True;0.08508625;0.09132774;True;148.333104;130.5303336;110;90;38.33310399999999;40.530333600000006;55.78651095024768
10;tobii;1;1;-404401611;0.06182992;0.1460818;True;0.08306669;0.08901779;True;139.10074559999998;126.9537786;110;90;29.100745599999982;36.95377860000001;47.0365299240254
10;tobii;1;1;-404384281;0.06767727;0.1439183;True;0.08234772;0.09601421;True;144.0239904;129.56355539999998;110;90;34.0239904;39.563555399999984;52.18147984321794
10;tobii;1;1;-404351695;0.07164376;0.136308;True;0.09248869;0.09937265;True;157.567152;127.267551;110;90;47.56715199999999;37.267551;60.42767831820699
10;tobii;1;1;-404334361;0.07565278;0.1409079;True;0.09014573;0.09194717;True;159.1665696;125.7417378;110;90;49.1665696;35.741737799999996;60.785058914141004
10;tobii;1;1;-404301781;0.0677827;0.1250865;True;0.08278787;0.09748465;True;144.5477472;120.188421;110;90;34.5477472;30.188421000000005;45.879054034148844
10;tobii;1;1;-404284442;0.07079391;0.1149183;True;0.0832317;0.08953282;True;147.8645856;110.4036048;110;90;37.8645856;20.403604799999997;43.012020779013746
10;tobii;1;1;-404251866;0.06930711;0.1313962;True;0.08873585;0.08278233;True;151.7212416;115.6564062;110;90;41.72124160000001;25.656406200000006;48.97870128683457
10;tobii;1;1;-404234522;0.07241619;0.1434302;True;0.08718448;0.09466786;True;153.2166432;128.5729524;110;90;43.21664319999999;38.57295239999999;57.92711719332122
10;tobii;1;1;-404201950;0.06854763;0.1341756;True;0.0824902;0.09726392;True;144.9963168;124.9773408;110;90;34.99631679999999;34.97734079999999;49.47884961279219
10;tobii;1;1;-404184602;0.06989403;0.1191247;True;0.08346164;0.09163823;True;147.2214432;113.8119822;110;90;37.22144320000001;23.811982200000003;44.186494884567885
10;tobii;1;1;-404152036;0.07270424;0.1285737;True;0.08916616;0.09214848;True;155.395584;119.18997720000002;110;90;45.395584000000014;29.189977200000016;53.97049022973182
10;tobii;1;1;-404134683;0.07544068;0.1327224;True;0.08934498;0.09242469;True;158.1942336;121.5794286;110;90;48.19423359999999;31.5794286;57.61895923213006
10;tobii;1;1;-404102120;0.07245129;0.1362201;True;0.08725387;0.09719286;True;153.3169536;126.0429984;110;90;43.316953600000005;36.0429984;56.35118634817688
10;tobii;1;1;-404084763;0.07242965;0.1338508;True;0.08670596;0.09332369;True;152.7701856;122.6742246;110;90;42.77018559999999;32.6742246;53.8227993462779
10;tobii;1;1;-404052206;0.07066452;0.1381698;True;0.0877814;0.1001657;True;152.10808319999998;128.70117;110;90;42.10808319999998;38.70116999999999;57.19153110511223
10;tobii;1;1;-404034844;0.07005779;0.1267027;True;0.08952593;0.09182528;True;153.20037119999998;118.0051092;110;90;43.20037119999998;28.005109200000007;51.48357226457497
10;tobii;1;1;-404002291;0.07717101;0.1209087;True;0.09236585;0.09468894;True;162.7553856;116.4227256;110;90;52.75538560000001;26.422725600000007;59.00246721907131
10;tobii;1;1;-403984924;0.07181457;0.1234939;True;0.08630048;0.08948933;True;151.79044799999997;115.0109442;110;90;41.79044799999997;25.010944199999997;48.70306842300816
10;tobii;1;1;-403952375;0.07928619;0.1363816;True;0.09680684;0.09701496;True;169.0493088;126.0341424;110;90;59.049308800000006;36.03414239999999;69.17572036676766
10;tobii;1;1;-403935004;0.07737248;0.1357741;True;0.0926266;0.1061858;True;163.19911679999998;130.658346;110;90;53.199116799999985;40.658345999999995;66.95705435393462
