participant;condition;order;event;timestamp;x_filtered;y_filtered;x_filtered_norm;y_filtered_norm;x_raw_norm;y_raw_norm;AOI;x_target;y_target;x_raw;y_raw;x_filtered_distance;y_filtered_distance;x_raw_distance;y_raw_distance;filtered_euclidean;raw_euclidean
10;uniteye;1;1;1699348632001;239.0;289.0;0.1245267;0.2678675;0.1219202;0.2542666;;110;90;234.08678400000002;274.607928;129.0;199.0;124.08678400000002;184.60792800000002;237.15395843207003;222.43564697214305
10;uniteye;1;1;1699348632035;239.0;288.0;0.1245352;0.2669152;0.1263747;0.230593;;110;90;242.63942400000002;249.04044;129.0;198.0;132.63942400000002;159.04044;236.31546711969574;207.09195627654245
10;uniteye;1;1;1699348632068;238.0;286.0;0.1242238;0.2653023;0.1094818;0.2263904;;110;90;210.205056;244.501632;128.0;196.0;100.20505600000001;154.501632;234.0939982143925;184.15158847706573
10;uniteye;1;1;1699348632101;238.0;287.0;0.1241546;0.2659908;0.116321;0.2764891;;110;90;223.33632;298.608228;128.0;197.0;113.33632;208.608228;234.93190502781866;237.40790681955474
10;uniteye;1;1;1699348632135;239.0;287.0;0.124664;0.2658382;0.138672;0.263725;;110;90;266.25023999999996;284.823;129.0;197.0;156.25023999999996;194.82299999999998;235.47823678633233;249.74014260638515
10;uniteye;1;1;1699348632168;241.0;280.0;0.1259071;0.2599719;0.1512935;0.1925149;;110;90;290.48352;207.916092;131.0;190.0;180.48352;117.91609199999999;230.7834482799839;215.58874215538916
10;uniteye;1;1;1699348632202;242.0;282.0;0.1261259;0.2615645;0.1227074;0.3048415;;110;90;235.598208;329.22882;132.0;192.0;125.598208;239.22881999999998;232.99785406737118;270.1950002709222
10;uniteye;1;1;1699348632236;241.0;282.0;0.1257798;0.2616543;0.1222894;0.2844184;;110;90;234.795648;307.171872;131.0;192.0;124.795648;217.171872;232.43278598338918;250.47470081372347
10;uniteye;1;1;1699348632267;241.0;283.0;0.1256357;0.2625611;0.1173909;0.300255;;110;90;225.39052800000002;324.2754;131.0;193.0;115.39052800000002;234.2754;233.25951213187426;261.15117651904
10;uniteye;1;1;1699348632301;242.0;282.0;0.1265227;0.261815;0.1587371;0.2199861;;110;90;304.77523199999996;237.58498799999998;132.0;192.0;194.77523199999996;147.58498799999998;232.99785406737118;244.37413873733436
10;uniteye;1;1;1699348632335;243.0;280.0;0.1266308;0.2598605;0.1355277;0.2205262;;110;90;260.213184;238.168296;133.0;190.0;150.213184;148.168296;231.92455669894036;210.99252258542595
10;uniteye;1;1;1699348632368;246.0;277.0;0.1283965;0.2573136;0.1434898;0.2232022;;110;90;275.500416;241.05837599999998;136.0;187.0;165.50041599999997;151.05837599999998;231.22499864850255;224.07369469870937
10;uniteye;1;1;1699348632403;246.0;278.0;0.1283787;0.2577693;0.1350454;0.2707765;;110;90;259.287168;292.43861999999996;136.0;188.0;149.287168;202.43861999999996;232.03448019637082;251.53141632202647
10;uniteye;1;1;1699348632434;246.0;271.0;0.1285068;0.2511418;0.1122127;0.2044543;;110;90;215.448384;220.810644;136.0;181.0;105.448384;130.810644;226.40008833920538;168.0201960238893
10;uniteye;1;1;1699348632468;244.0;269.0;0.1275133;0.2497004;0.1262007;0.1885488;;110;90;242.305344;203.632704;134.0;179.0;132.305344;113.63270399999999;223.6000894454204;174.40497547177358
10;uniteye;1;1;1699348632501;245.0;257.0;0.1277014;0.2383449;0.1385277;0.1423614;;110;90;265.973184;153.750312;135.0;167.0;155.973184;63.75031200000001;214.74170531128786;168.49847597885034
10;uniteye;1;1;1699348632535;245.0;255.0;0.1279274;0.2366332;0.1399788;0.1903382;;110;90;268.75929599999995;205.565256;135.0;165.0;158.75929599999995;115.565256;213.19005605327843;196.3666022030252
10;uniteye;1;1;1699348632568;248.0;254.0;0.1296412;0.2357296;0.1367344;0.2697312;;110;90;262.530048;291.30969600000003;138.0;164.0;152.53004800000002;201.30969600000003;214.3361845326169;252.56882081225848
10;uniteye;1;1;1699348632601;247.0;254.0;0.128882;0.2356015;0.113299;0.2266164;;110;90;217.53408;244.745712;137.0;164.0;107.53407999999999;154.745712;213.693706037403;188.44047798663996
10;uniteye;1;1;1699348632635;247.0;259.0;0.1288906;0.2406601;0.1308201;0.3113182;;110;90;251.174592;336.223656;137.0;169.0;141.174592;246.223656;217.55459085020476;283.8245130364409
10;uniteye;1;1;1699348632669;249.0;260.0;0.1298243;0.2407952;0.1424806;0.2508541;;110;90;273.56275200000005;270.922428;139.0;170.0;163.56275200000005;180.92242800000002;219.59280498231266;243.89690197956332
10;uniteye;1;1;1699348632701;251.0;259.0;0.1309541;0.2404018;0.1566212;0.2184421;;110;90;300.712704;235.917468;141.0;169.0;190.71270399999997;145.917468;220.0954338463204;240.13171996744336
10;uniteye;1;1;1699348632735;251.0;259.0;0.1311917;0.2402695;0.1418015;0.233433;;110;90;272.25888;252.10764;141.0;169.0;162.25887999999998;162.10764;220.0954338463204;229.3617908136052
10;uniteye;1;1;1699348632769;251.0;259.0;0.1308207;0.2403102;0.1294402;0.2288467;;110;90;248.52518400000002;247.15443599999998;141.0;169.0;138.52518400000002;157.15443599999998;220.0954338463204;209.49163075577016
10;uniteye;1;1;1699348632803;249.0;261.0;0.1298719;0.2422344;0.1295195;0.2548182;;110;90;248.67744000000002;275.20365599999997;139.0;171.0;138.67744000000002;185.20365599999997;220.3678742466787;231.36945900598016
10;uniteye;1;1;1699348632836;249.0;261.0;0.1299155;0.2418344;0.137629;0.2751925;;110;90;264.24768;297.2079;139.0;171.0;154.24768;207.2079;220.3678742466787;258.3165898810845
10;uniteye;1;1;1699348632868;250.0;262.0;0.1303129;0.2428556;0.1362712;0.270033;;110;90;261.640704;291.63564;140.0;172.0;151.64070400000003;201.63564000000002;221.7746604100658;252.29315176561022
10;uniteye;1;1;1699348632901;250.0;272.0;0.1302109;0.2518547;0.122885;0.3635314;;110;90;235.9392;392.613912;140.0;182.0;125.9392;302.613912;229.61707253599414;327.7741018332348
10;uniteye;1;1;1699348632935;249.0;288.0;0.1299535;0.2669056;0.1212215;0.3713738;;110;90;232.74527999999998;401.08370399999995;139.0;198.0;122.74527999999998;311.08370399999995;241.91940806805889;334.4240940133321
10;uniteye;1;1;1699348632968;248.0;302.0;0.1294861;0.2802553;0.1161535;0.3822433;;110;90;223.01472;412.822764;138.0;212.0;113.01472000000001;322.822764;252.9584946191766;342.03342511116966
10;uniteye;1;1;1699348633001;247.0;310.0;0.1287532;0.2875524;0.1112906;0.368428;;110;90;213.677952;397.90223999999995;137.0;220.0;103.677952;307.90223999999995;259.16982849089516;324.8890689572856
10;uniteye;1;1;1699348633035;245.0;309.0;0.1279452;0.2866772;0.1010008;0.2640622;;110;90;193.921536;285.187176;135.0;219.0;83.921536;195.18717600000002;257.2663988942202;212.46378015900564
10;uniteye;1;1;1699348633069;245.0;309.0;0.127907;0.2864921;0.1302406;0.2793907;;110;90;250.06195200000002;301.741956;135.0;219.0;140.06195200000002;211.74195600000002;257.2663988942202;253.87399695273294
10;uniteye;1;1;1699348633102;245.0;303.0;0.128037;0.2811337;0.1358475;0.2081074;;110;90;260.8272;224.755992;135.0;213.0;150.8272;134.755992;252.17850820401011;202.25731541712912
10;uniteye;1;1;1699348633135;246.0;300.0;0.1282558;0.2786222;0.1451646;0.2294989;;110;90;278.716032;247.858812;136.0;210.0;168.71603199999998;157.858812;250.1919263285688;231.05086881437248
10;uniteye;1;1;1699348633168;245.0;297.0;0.1280524;0.2756182;0.1202393;0.2458603;;110;90;230.859456;265.529124;135.0;207.0;120.859456;175.52912400000002;247.13154391942766;213.11377589640543
10;uniteye;1;1;1699348633202;243.0;296.0;0.1269582;0.2745277;0.1034022;0.2309595;;110;90;198.53222399999999;249.43626;133.0;206.0;88.53222399999999;159.43626;245.20399670478457;182.36741948378216
10;uniteye;1;1;1699348633235;240.0;295.0;0.1253501;0.2738646;0.08974192;0.2383031;;110;90;172.3044864;257.367348;130.0;205.0;62.3044864;167.367348;242.7447218787671;178.58801248157977
10;uniteye;1;1;1699348633269;240.0;289.0;0.1251641;0.2680324;0.1083166;0.1847368;;110;90;207.967872;199.515744;130.0;199.0;97.967872;109.51574400000001;237.69938998659632;146.94013110134998
10;uniteye;1;1;1699348633302;239.0;283.0;0.1247749;0.2628547;0.100538;0.2972429;;110;90;193.03296;321.02233199999995;129.0;193.0;83.03296;231.02233199999995;232.14219780126146;245.49091699914234
10;uniteye;1;1;1699348633336;239.0;283.0;0.1248287;0.2628082;0.126446;0.2595681;;110;90;242.77632;280.333548;129.0;193.0;132.77632;190.333548;232.14219780126146;232.06984002022043
10;uniteye;1;1;1699348633369;239.0;283.0;0.1249438;0.262785;0.1295003;0.2499971;;110;90;248.640576;269.996868;129.0;193.0;138.640576;179.996868;232.14219780126146;227.2005321371876
10;uniteye;1;1;1699348633402;240.0;277.0;0.1252135;0.2566685;0.1335821;0.1828475;;110;90;256.477632;197.4753;130.0;187.0;146.47763200000003;107.4753;227.74766738651792;181.6772874808996
10;uniteye;1;1;1699348633436;239.0;286.0;0.1246163;0.2650258;0.1096773;0.3547614;;110;90;210.580416;383.142312;129.0;196.0;100.58041600000001;293.142312;234.6422809299296;309.9174650893983
10;uniteye;1;1;1699348633468;240.0;278.0;0.1251755;0.2581614;0.138709;0.1802332;;110;90;266.32128;194.651856;130.0;188.0;156.32128;104.65185600000001;228.56946427727394;188.1179245714856
10;uniteye;1;1;1699348633502;240.0;281.0;0.1254733;0.2608514;0.1300243;0.3154789;;110;90;249.646656;340.717212;130.0;191.0;139.646656;250.71721200000002;231.0432859877127;286.9848583549928
10;uniteye;1;1;1699348633535;242.0;277.0;0.1262286;0.2572622;0.1431115;0.1989923;;110;90;274.77408;214.911684;132.0;187.0;164.77408000000003;124.91168400000001;228.89517251353294;206.769016633446
10;uniteye;1;1;1699348633568;242.0;278.0;0.1262608;0.25742;0.1306891;0.2629578;;110;90;250.923072;283.99442400000004;132.0;188.0;140.923072;193.99442400000004;229.71286424577968;239.77728992756792
10;uniteye;1;1;1699348633602;242.0;279.0;0.1261037;0.2591229;0.1314088;0.2768066;;110;90;252.30489599999999;298.95112800000004;132.0;189.0;142.30489599999999;208.95112800000004;230.53199344125753;252.80675884565113
10;uniteye;1;1;1699348633636;239.0;285.0;0.1247866;0.2640798;0.09485413;0.2490078;;110;90;182.11992959999998;268.928424;129.0;195.0;72.11992959999998;178.928424;233.8076132207846;192.9162127988022
10;uniteye;1;1;1699348633669;239.0;285.0;0.1247902;0.2643235;0.1264652;0.2911843;;110;90;242.813184;314.479044;129.0;195.0;132.813184;224.479044;233.8076132207846;260.825963123635
10;uniteye;1;1;1699348633702;239.0;286.0;0.1247344;0.2651684;0.1173281;0.288077;;110;90;225.26995200000002;311.12316000000004;129.0;196.0;115.26995200000002;221.12316000000004;234.6422809299296;249.36441951984233
