participant;condition;order;event;timestamp;x_filtered;y_filtered;x_filtered_norm;y_filtered_norm;x_raw_norm;y_raw_norm;AOI;x_target;y_target;x_raw;y_raw;x_filtered_distance;y_filtered_distance;x_raw_distance;y_raw_distance;filtered_euclidean;raw_euclidean
8;uniteye;1;1;1699276493200;248.0;225.0;0.129311;0.2089556;0.09117436;0.1952755;;110;90;175.0547712;210.89754;138.0;135.0;65.0547712;120.89753999999999;193.05180651835403;137.28925097740154
8;uniteye;1;1;1699276493234;247.0;225.0;0.1290982;0.2089651;0.1215517;0.2107816;;110;90;233.379264;227.64412800000002;137.0;135.0;123.379264;137.64412800000002;192.33824372703418;184.84682512302473
8;uniteye;1;1;1699276493267;247.0;225.0;0.1289172;0.209;0.1196972;0.2058528;;110;90;229.818624;222.321024;137.0;135.0;119.818624;132.321024;192.33824372703418;178.50870020719424
8;uniteye;1;1;1699276493300;247.0;225.0;0.1289558;0.2089942;0.1341127;0.2065966;;110;90;257.496384;223.124328;137.0;135.0;147.49638399999998;133.124328;192.33824372703418;198.68887739007192
8;uniteye;1;1;1699276493334;242.0;225.0;0.1261737;0.2089593;0.07011764;0.2050976;;110;90;134.62586879999998;221.505408;132.0;135.0;24.625868799999978;131.505408;188.80942773071476;133.79127679860625
8;uniteye;1;1;1699276493366;237.0;225.0;0.1235297;0.208944;0.08905072;0.2133905;;110;90;170.9773824;230.46174000000002;127.0;135.0;60.97738240000001;140.46174000000002;185.34832073693033;153.12655409230445
8;uniteye;1;1;1699276493400;237.0;225.0;0.1235274;0.2087602;0.1153564;0.1911837;;110;90;221.484288;206.478396;127.0;135.0;111.48428799999999;116.478396;185.34832073693033;161.2326369120091
8;uniteye;1;1;1699276493435;235.0;226.0;0.1227298;0.2093233;0.08909334;0.2383834;;110;90;171.05921279999998;257.454072;125.0;136.0;61.05921279999998;167.454072;184.7187050625897;178.2388669654766
8;uniteye;1;1;1699276493467;235.0;226.0;0.1225628;0.2093047;0.1124035;0.204848;;110;90;215.81472;221.23584;125.0;136.0;105.81472;131.23584;184.7187050625897;168.58113971967327
8;uniteye;1;1;1699276493500;233.0;228.0;0.1218391;0.211205;0.1085781;0.2167342;;110;90;208.469952;234.072936;123.0;138.0;98.469952;144.072936;184.85940603604675;174.50886033248398
8;uniteye;1;1;1699276493534;234.0;227.0;0.1219256;0.2109449;0.1258153;0.1897412;;110;90;241.565376;204.92049599999999;124.0;137.0;131.565376;114.92049599999999;184.78365728602733;174.6887762934625
8;uniteye;1;1;1699276493566;233.0;227.0;0.1215649;0.2109429;0.09744275;0.2134321;;110;90;187.09008;230.50666800000002;123.0;137.0;77.09008;140.50666800000002;184.1140950606444;160.26541793808366
8;uniteye;1;1;1699276493601;232.0;229.0;0.121334;0.2121237;0.1316282;0.2080547;;110;90;252.726144;224.69907600000002;122.0;139.0;142.726144;134.69907600000002;184.94593804677083;196.25135224085088
8;uniteye;1;1;1699276493634;232.0;229.0;0.1212688;0.2121245;0.1180646;0.2114022;;110;90;226.684032;228.314376;122.0;139.0;116.684032;138.314376;184.94593804677083;180.9586414959131
8;uniteye;1;1;1699276493667;229.0;229.0;0.1196548;0.2122761;0.08837436;0.2203661;;110;90;169.6787712;237.99538800000002;119.0;139.0;59.6787712;147.99538800000002;182.98087331740442;159.57503125869192
8;uniteye;1;1;1699276493701;229.0;229.0;0.1195821;0.2123091;0.1156277;0.2092629;;110;90;222.00518399999999;226.003932;119.0;139.0;112.00518399999999;136.003932;182.98087331740442;176.1880551068502
8;uniteye;1;1;1699276493733;228.0;229.0;0.1191343;0.2121903;0.09355564;0.1999325;;110;90;179.6268288;215.92710000000002;118.0;139.0;69.6268288;125.92710000000002;182.33211456021672;143.89416181052835
8;uniteye;1;1;1699276493767;226.0;228.0;0.1178903;0.211711;0.1146291;0.1971766;;110;90;220.087872;212.950728;116.0;138.0;110.087872;122.950728;180.27756377319946;165.03399976131698
8;uniteye;1;1;1699276493803;228.0;228.0;0.1192383;0.21156;0.1306334;0.2052232;;110;90;250.81612800000002;221.641056;118.0;138.0;140.81612800000002;131.641056;181.57092278225608;192.7655299313327
8;uniteye;1;1;1699276493834;228.0;228.0;0.119226;0.2115829;0.1125699;0.2145521;;110;90;216.134208;231.71626799999999;118.0;138.0;106.134208;141.71626799999999;181.57092278225608;177.05358150468206
8;uniteye;1;1;1699276493868;223.0;228.0;0.1162795;0.2116022;0.07987462;0.2170517;;110;90;153.35927039999999;234.41583599999998;113.0;138.0;43.359270399999986;144.41583599999998;178.36199146679206;150.78448201721292
8;uniteye;1;1;1699276493902;223.0;228.0;0.1162507;0.2115748;0.1059413;0.2144357;;110;90;203.407296;231.59055600000002;113.0;138.0;93.407296;141.59055600000002;178.36199146679206;169.6254948243947
8;uniteye;1;1;1699276493935;222.0;227.0;0.1157722;0.2106171;0.1209338;0.1845652;;110;90;232.192896;199.330416;112.0;137.0;122.19289599999999;109.33041600000001;176.9547964876906;163.9641536909817
8;uniteye;1;1;1699276493968;222.0;227.0;0.1157318;0.2103329;0.1095044;0.1914996;;110;90;210.248448;206.819568;112.0;137.0;100.248448;116.819568;176.9547964876906;153.9368792528786
8;uniteye;1;1;1699276494000;222.0;227.0;0.1156822;0.2102715;0.1129894;0.2071533;;110;90;216.939648;223.72556400000002;112.0;137.0;106.939648;133.72556400000002;176.9547964876906;171.22679341003266
8;uniteye;1;1;1699276494033;221.0;227.0;0.1155195;0.2102182;0.1179417;0.2119307;;110;90;226.448064;228.885156;111.0;137.0;116.44806399999999;138.885156;176.32356620712955;181.24358793207674
8;uniteye;1;1;1699276494067;220.0;226.0;0.1150122;0.2098918;0.1126184;0.1866249;;110;90;216.227328;201.55489200000002;110.0;136.0;106.227328;111.55489200000002;174.91712323268982;154.04135530159184
8;uniteye;1;1;1699276494102;220.0;226.0;0.1149545;0.2097206;0.1055644;0.1985132;;110;90;202.683648;214.394256;110.0;136.0;92.683648;124.39425600000001;174.91712323268982;155.1263663352605
8;uniteye;1;1;1699276494134;220.0;226.0;0.1149082;0.2095717;0.1151862;0.1964398;;110;90;221.15750400000002;212.15498399999998;110.0;136.0;111.15750400000002;122.15498399999998;174.91712323268982;165.16001577727664
8;uniteye;1;1;1699276494167;223.0;226.0;0.1163068;0.2095473;0.1493714;0.1975161;;110;90;286.79308799999995;213.317388;113.0;136.0;176.79308799999995;123.317388;176.81911661356077;215.5527177924655
8;uniteye;1;1;1699276494200;219.0;226.0;0.1142528;0.2095082;0.06985839;0.1932601;;110;90;134.1281088;208.72090799999998;109.0;136.0;24.128108800000007;118.72090799999998;174.28998823799375;121.14792458234312
8;uniteye;1;1;1699276494234;218.0;226.0;0.1137115;0.2094853;0.1148004;0.2071756;;110;90;220.416768;223.74964799999998;108.0;136.0;110.41676799999999;133.74964799999998;173.6663467687393;173.43826277868942
8;uniteye;1;1;1699276494267;218.0;226.0;0.1138065;0.2094676;0.1037055;0.2067159;;110;90;199.11456;223.253172;108.0;136.0;89.11456000000001;133.253172;173.6663467687393;160.305373122847
8;uniteye;1;1;1699276494302;217.0;226.0;0.1133918;0.2094064;0.08952684;0.1963657;;110;90;171.8915328;212.07495600000001;107.0;136.0;61.89153279999999;122.07495600000001;173.04623659588788;136.86802663418297
8;uniteye;1;1;1699276494335;217.0;226.0;0.1133277;0.2093853;0.101776;0.2082607;;110;90;195.40992;224.92155599999998;107.0;136.0;85.40992;134.92155599999998;173.04623659588788;159.6830633093802
8;uniteye;1;1;1699276494368;217.0;226.0;0.1133105;0.2099473;0.1107155;0.2329937;;110;90;212.57376;251.633196;107.0;136.0;102.57376;161.633196;173.04623659588788;191.43319014662012
8;uniteye;1;1;1699276494400;214.0;226.0;0.111675;0.2099523;0.1192069;0.2089859;;110;90;228.877248;225.704772;104.0;136.0;118.87724800000001;135.704772;171.20747647226156;180.4094931970751
8;uniteye;1;1;1699276494433;211.0;226.0;0.110242;0.2095178;0.1035443;0.190419;;110;90;198.805056;205.65252;101.0;136.0;88.80505600000001;115.65252000000001;169.4018890095385;145.81441408006802
8;uniteye;1;1;1699276494466;211.0;226.0;0.1103447;0.20947;0.1053508;0.2075139;;110;90;202.27353599999998;224.115012;101.0;136.0;92.27353599999998;134.115012;169.4018890095385;162.79202035021078
8;uniteye;1;1;1699276494500;210.0;225.0;0.1095981;0.2091022;0.1032127;0.1855556;;110;90;198.168384;200.400048;100.0;135.0;88.168384;110.400048;168.00297616411441;141.28635650894873
8;uniteye;1;1;1699276494533;209.0;225.0;0.1093129;0.2090955;0.09407461;0.2017314;;110;90;180.6232512;217.869912;99.0;135.0;70.6232512;127.869912;167.40967713964446;146.07654844274643
8;uniteye;1;1;1699276494567;209.0;225.0;0.1091963;0.2091579;0.09183417;0.2144011;;110;90;176.3216064;231.553188;99.0;135.0;66.32160640000001;141.553188;167.40967713964446;156.3197380641353
8;uniteye;1;1;1699276494601;209.0;226.0;0.109135;0.2097198;0.1017762;0.2295593;;110;90;195.410304;247.92404399999998;99.0;136.0;85.410304;157.92404399999998;168.21712160181556;179.54086917102288
8;uniteye;1;1;1699276494634;209.0;226.0;0.1092644;0.2094461;0.1081587;0.187172;;110;90;207.664704;202.14576;99.0;136.0;97.664704;112.14576;168.21712160181556;148.71135092313975
8;uniteye;1;1;1699276494667;209.0;226.0;0.1093744;0.2095555;0.1127203;0.2228071;;110;90;216.422976;240.63166800000002;99.0;136.0;106.422976;150.63166800000002;168.21712160181556;184.4335902843048
8;uniteye;1;1;1699276494702;209.0;227.0;0.1091037;0.2103289;0.09328659;0.2341383;;110;90;179.1102528;252.869364;99.0;137.0;69.11025280000001;162.869364;169.0266251216062;176.92556845138128
8;uniteye;1;1;1699276494733;210.0;227.0;0.1096814;0.2103006;0.1070329;0.2028291;;110;90;205.503168;219.055428;100.0;137.0;95.50316799999999;129.055428;169.61426826773743;160.54955183462644
8;uniteye;1;1;1699276494767;209.0;227.0;0.1092229;0.2103642;0.09000467;0.2206993;;110;90;172.8089664;238.355244;99.0;137.0;62.8089664;148.355244;169.0266251216062;161.10321127319548
8;uniteye;1;1;1699276494800;210.0;227.0;0.1093834;0.2103899;0.117706;0.2101794;;110;90;225.99552;226.993752;100.0;137.0;115.99552;136.993752;169.61426826773743;179.50556745434918
8;uniteye;1;1;1699276494833;212.0;227.0;0.110532;0.2104603;0.1316931;0.2192522;;110;90;252.850752;236.79237600000002;102.0;137.0;142.850752;146.79237600000002;170.8010538609174;204.82758358846812
